Source
Natural Gas
Distillate Fuel Oil No. 2
Residual Fuel Oil No. 6
Kerosene
Anthracite Coal
Bituminous Coal
Sub-bituminous Coal
Lignite Coal
Mixed (Electric Power Sector)
Coal Coke
Wood and Wood Residuals
Landfill Gas
